姓名,身份证号,学号,专业班级,C1,C2,C3,C4,C5
俞丽华,441502XXXXXXXX7181,2024216334,土木工程23-2班,78,91,19,89,D-
何红,152526XXXXXXXX1295,2024216335,法学23-3班,94,25,92,82,C-
钟宇,211481XXXXXXXX536X,2024216336,电信科23-1班,48,73,88,91,C+
杨浩,350782XXXXXXXX9240,2024216337,新能源23-1班,98,56,23,40,C
张倩,150925XXXXXXXX3881,2024216338,法学23-2班,56,54,95,92,D
王燕,150701XXXXXXXX6308,2024216339,土木工程23-2班,74,46,30,84,E
李龙,445300XXXXXXXX4317,2024216340,机械工程23-1班,90,43,23,60,E
刘强,500240XXXXXXXX6983,2024216341,电信科23-1班,60,74,49,76,B
田兰英,410600XXXXXXXX0420,2024216342,自动化23-3班,87,43,58,100,B
萧娜,150522XXXXXXXX4390,2024216343,自动化23-3班,77,96,78,88,C+
赖畅,361122XXXXXXXX410X,2024216344,广告23-2班,96,72,60,39,C+
刘柳,230407XXXXXXXX4940,2024216345,电信科23-1班,76,85,52,53,C+
卿兰英,360730XXXXXXXX7333,2024216346,化工23-3班,79,84,86,68,A+
廖婷,130801XXXXXXXX0283,2024216347,食品23-1班,46,30,27,45,B
董玉英,150124XXXXXXXX4526,2024216348,物流管理23-1班,47,36,15,59,B+
顾岩,650100XXXXXXXX800X,2024216349,自动化23-2班,73,97,39,60,C-
王帆,542527XXXXXXXX7358,2024216350,自动化23-3班,58,32,71,47,A
樊红,130733XXXXXXXX6002,2024216351,环境23-3班,100,97,51,75,B+
刘宇,510183XXXXXXXX9839,2024216352,机械工程23-3班,89,96,94,51,B
王淑英,440203XXXXXXXX0727,2024216353,环境23-3班,91,34,58,78,B+
黄桂芳,141101XXXXXXXX3837,2024216354,城市地下空间23-2班,88,36,90,49,D+
王琴,210702XXXXXXXX4185,2024216355,经济23-2班,55,36,98,93,A
郑婷婷,222403XXXXXXXX0220,2024216356,化工23-1班,86,26,77,84,C+
王英,150404XXXXXXXX5181,2024216357,电信科23-1班,49,60,58,92,D
张桂荣,131126XXXXXXXX4616,2024216358,法学23-2班,48,86,91,71,D
周强,610725XXXXXXXX6075,2024216359,土木工程23-2班,46,36,58,52,B
储霞,420100XXXXXXXX0719,2024216360,环境23-1班,91,54,50,86,E
郑杰,341500XXXXXXXX8896,2024216361,食品23-3班,63,72,87,50,D+
谢瑜,653024XXXXXXXX2324,2024216362,食品23-2班,69,38,34,92,B+
谢斌,420601XXXXXXXX4804,2024216363,土木工程23-3班,51,50,41,48,C-
陈洁,420301XXXXXXXX9571,2024216364,新能源23-2班,76,66,16,73,C-
崔秀兰,513436XXXXXXXX0721,2024216365,物流管理23-1班,79,67,88,48,E
杨杨,632323XXXXXXXX3633,2024216366,环境23-1班,75,32,83,93,B+
杜淑兰,130200XXXXXXXX2821,2024216367,广告23-2班,84,53,47,96,A+
余慧,440901XXXXXXXX9619,2024216368,计算机23-2班,57,31,89,90,C
林春梅,231226XXXXXXXX7265,2024216369,物流管理23-3班,61,48,39,42,E
周芳,410883XXXXXXXX8984,2024216370,电信科23-2班,65,57,46,85,E
宫想,511922XXXXXXXX5649,2024216371,计算机23-1班,53,85,66,96,A+
王坤,330825XXXXXXXX5033,2024216372,新能源23-2班,96,94,56,91,C+
曾林,410306XXXXXXXX7789,2024216373,物流管理23-2班,94,81,79,66,D
万荣,510311XXXXXXXX9903,2024216374,环境23-2班,68,39,15,49,A+
郭丽,450127XXXXXXXX8625,2024216375,城市地下空间23-2班,56,37,48,50,A-
李玉英,440402XXXXXXXX6549,2024216376,自动化23-1班,72,90,68,79,A-
谭波,445201XXXXXXXX3356,2024216377,化工23-3班,90,78,54,44,E
邓荣,532626XXXXXXXX4069,2024216378,环境23-2班,69,55,58,70,B+
韩雪,350128XXXXXXXX0327,2024216379,环境23-3班,59,27,21,39,C
王金凤,650101XXXXXXXX5645,2024216380,广告23-3班,60,73,43,82,C-
夏玉珍,360801XXXXXXXX7187,2024216381,经济23-2班,77,99,55,88,C+
萧艳,654226XXXXXXXX6544,2024216382,经济23-3班,99,78,99,54,C
周楠,530524XXXXXXXX7993,2024216383,土木工程23-1班,96,41,29,57,C+
郑桂芝,450225XXXXXXXX2953,2024216384,新能源23-2班,74,69,74,86,E
李桂英,370301XXXXXXXX6362,2024216385,土木工程23-1班,100,37,78,74,C
吴红梅,610923XXXXXXXX5596,2024216386,环境23-3班,61,88,82,76,D-
张桂芳,310200XXXXXXXX8505,2024216387,新媒体23-1班,92,70,32,40,D
陈淑兰,620621XXXXXXXX3473,2024216388,化工23-3班,59,38,74,96,D+
崔峰,310118XXXXXXXX8322,2024216389,新媒体23-2班,75,83,89,88,D+
蔡鹏,510502XXXXXXXX7786,2024216390,经济23-2班,55,57,40,81,E
刘莹,530502XXXXXXXX3963,2024216391,土木工程23-2班,69,32,56,46,D+
黎瑜,411281XXXXXXXX4817,2024216392,化工23-2班,56,55,85,40,C-
黄明,220282XXXXXXXX6530,2024216393,新能源23-2班,63,83,35,98,C-
林兵,210101XXXXXXXX4041,2024216394,广告23-2班,80,26,46,90,D
茹桂珍,340703XXXXXXXX9440,2024216395,城市地下空间23-2班,100,91,58,45,A-
王辉,632525XXXXXXXX5634,2024216396,新能源23-3班,97,48,80,70,A-
金飞,320509XXXXXXXX1859,2024216397,土木工程23-2班,96,40,92,36,A
钱红霞,230000XXXXXXXX2640,2024216398,土木工程23-3班,82,65,38,90,D-
赵阳,341723XXXXXXXX2359,2024216399,新媒体23-2班,99,45,20,86,A-
裴秀荣,210423XXXXXXXX0255,2024216400,土木工程23-1班,88,44,86,66,D-
陈玉兰,530625XXXXXXXX1082,2024216401,土木工程23-2班,90,27,94,96,D+
陈秀荣,513336XXXXXXXX1206,2024216402,自动化23-1班,93,68,55,61,D
陈兵,350702XXXXXXXX0467,2024216403,新媒体23-1班,53,58,55,88,C
陈东,370812XXXXXXXX6344,2024216404,自动化23-2班,63,25,60,87,A-
马丽,652924XXXXXXXX6426,2024216405,物流管理23-2班,94,33,42,51,A-
胡斌,232723XXXXXXXX2899,2024216406,电信科23-3班,59,89,72,64,B
王斌,220501XXXXXXXX1370,2024216407,新媒体23-2班,56,99,16,49,C+
龙海燕,360921XXXXXXXX6937,2024216408,法学23-3班,79,92,19,96,B
李玉珍,652700XXXXXXXX6960,2024216409,广告23-1班,45,71,64,96,B+
苏琴,610429XXXXXXXX7482,2024216410,化工23-1班,64,98,34,92,D
鞠英,530522XXXXXXXX6532,2024216411,城市地下空间23-3班,56,43,85,52,B-
陈红霞,510403XXXXXXXX4062,2024216412,计算机23-2班,78,27,37,42,D+
伍雪梅,141034XXXXXXXX4220,2024216413,新能源23-2班,51,65,67,70,E
杨宇,430105XXXXXXXX2203,2024216414,计算机23-1班,65,60,83,76,B-
史婷,620102XXXXXXXX0633,2024216415,新媒体23-1班,68,95,66,93,B
刘玉华,411202XXXXXXXX7098,2024216416,物流管理23-1班,46,84,95,97,E
李淑珍,421087XXXXXXXX7455,2024216417,环境23-1班,52,64,23,58,A-
刘帆,370681XXXXXXXX0381,2024216418,法学23-2班,57,73,42,95,C
田建国,371422XXXXXXXX0625,2024216419,自动化23-1班,46,78,59,62,D+
谷佳,440801XXXXXXXX5414,2024216420,城市地下空间23-2班,54,48,60,72,C-
王金凤,370812XXXXXXXX7110,2024216421,城市地下空间23-1班,66,86,81,35,B
马桂荣,632701XXXXXXXX8193,2024216422,新媒体23-1班,97,64,49,66,A+
尚瑞,450881XXXXXXXX4010,2024216423,电信科23-3班,100,89,95,39,C+
胡秀梅,150785XXXXXXXX6012,2024216424,广告23-2班,84,50,92,97,B
符丹丹,330328XXXXXXXX1602,2024216425,食品23-3班,52,77,72,77,C+
赵鑫,510122XXXXXXXX9502,2024216426,广告23-3班,58,89,40,37,D+
李波,331001XXXXXXXX6611,2024216427,化工23-3班,53,45,56,80,B+
曹超,450103XXXXXXXX7581,2024216428,法学23-3班,61,41,29,91,C+
崔霞,520425XXXXXXXX4240,2024216429,食品23-2班,93,66,91,62,A+
杨涛,140923XXXXXXXX4631,2024216430,物流管理23-2班,91,49,73,39,C-
徐秀珍,130303XXXXXXXX269X,2024216431,法学23-2班,97,63,32,99,D
李秀华,370402XXXXXXXX5556,2024216432,食品23-2班,88,72,51,41,D
白宇,371321XXXXXXXX8375,2024216433,经济23-2班,46,80,52,100,D
王洋,210702XXXXXXXX0880,2024216434,经济23-3班,78,42,93,78,B-
王文,640323XXXXXXXX5878,2024216435,食品23-3班,91,44,50,74,E
钟峰,445303XXXXXXXX0317,2024216436,环境23-1班,89,95,45,63,C-
邹金凤,141027XXXXXXXX6672,2024216437,城市地下空间23-3班,79,64,71,48,B
谢岩,510100XXXXXXXX1883,2024216438,广告23-2班,64,29,75,97,D+
龚涛,610000XXXXXXXX2532,2024216439,化工23-3班,87,62,99,46,C
张文,360921XXXXXXXX1244,2024216440,法学23-2班,99,37,32,75,C+
孙鑫,522632XXXXXXXX6964,2024216441,电信科23-1班,82,39,100,93,C+
梁林,431126XXXXXXXX9551,2024216442,广告23-3班,86,80,37,92,B-
祖建,330822XXXXXXXX4018,2024216443,电信科23-3班,82,26,50,61,D
罗婷婷,511402XXXXXXXX2087,2024216444,经济23-2班,50,30,46,51,A+
邱桂荣,520521XXXXXXXX6387,2024216445,经济23-1班,94,38,73,41,C+
马桂荣,371521XXXXXXXX9968,2024216446,广告23-1班,79,54,95,93,A
雷彬,411624XXXXXXXX0193,2024216447,广告23-1班,85,31,22,43,A
黎刚,520321XXXXXXXX6527,2024216448,新媒体23-3班,65,53,53,97,D
史畅,532525XXXXXXXX0177,2024216449,计算机23-3班,66,53,37,58,B-
吴凯,532323XXXXXXXX1085,2024216450,新媒体23-2班,61,97,73,78,A-
李峰,632726XXXXXXXX4571,2024216451,经济23-1班,88,36,56,35,B+
唐玉梅,350505XXXXXXXX3244,2024216452,计算机23-1班,87,61,47,43,B
李鑫,130205XXXXXXXX2155,2024216453,环境23-1班,92,26,69,89,D
熊鑫,430724XXXXXXXX4983,2024216454,机械工程23-1班,80,73,30,49,B
袁秀芳,411502XXXXXXXX2900,2024216455,英语23-3班,86,73,24,83,C
胡雪,321324XXXXXXXX4599,2024216456,食品23-3班,67,41,90,49,D
刘玉梅,622921XXXXXXXX2108,2024216457,计算机23-2班,52,46,84,54,A-
闵明,320205XXXXXXXX7000,2024216458,经济23-1班,89,83,60,64,B
袁倩,430102XXXXXXXX6614,2024216459,土木工程23-1班,71,39,96,44,C-
万燕,530627XXXXXXXX2705,2024216460,电信科23-1班,83,93,27,44,D+
欧凤兰,522730XXXXXXXX5876,2024216461,广告23-3班,65,82,77,61,D
胡明,450981XXXXXXXX4105,2024216462,电信科23-1班,87,47,67,50,C
万鑫,230307XXXXXXXX3477,2024216463,土木工程23-2班,70,46,84,77,D+
朱磊,620722XXXXXXXX2909,2024216464,计算机23-2班,48,27,39,82,C-
李鑫,130732XXXXXXXX8143,2024216465,英语23-2班,88,93,29,100,A-
董柳,530902XXXXXXXX6834,2024216466,广告23-1班,57,42,61,99,E
徐伟,330200XXXXXXXX9639,2024216467,新媒体23-3班,53,75,25,64,B+
黄海燕,330282XXXXXXXX4350,2024216468,电信科23-2班,64,38,74,44,A+
夏凤兰,620524XXXXXXXX8555,2024216469,经济23-3班,66,84,36,96,A+
郑帆,441625XXXXXXXX7582,2024216470,物流管理23-2班,59,41,37,55,C+
韩红,341102XXXXXXXX0367,2024216471,物流管理23-3班,70,55,66,76,D-
曾桂珍,510113XXXXXXXX7562,2024216472,电信科23-2班,90,60,30,45,D+
孙兰英,469022XXXXXXXX6348,2024216473,计算机23-3班,87,98,60,76,A
臧春梅,451401XXXXXXXX9875,2024216474,土木工程23-3班,98,55,69,95,B
张春梅,620722XXXXXXXX6269,2024216475,自动化23-3班,47,94,76,93,B-
颜志强,632623XXXXXXXX9240,2024216476,环境23-3班,51,57,84,43,C
胡成,450703XXXXXXXX3089,2024216477,新能源23-1班,77,88,81,98,D-
史玉珍,341623XXXXXXXX8126,2024216478,机械工程23-2班,75,71,24,37,A
张利,341522XXXXXXXX2943,2024216479,新能源23-1班,94,96,73,79,A
刘建平,230881XXXXXXXX1240,2024216480,经济23-3班,65,98,18,73,D+
林玉兰,511681XXXXXXXX5649,2024216481,物流管理23-3班,47,53,43,93,C-
朱婷婷,532623XXXXXXXX0889,2024216482,新媒体23-1班,94,69,48,76,B
乐建军,341200XXXXXXXX0082,2024216483,经济23-2班,94,64,19,61,D+
梁文,441223XXXXXXXX473X,2024216484,法学23-3班,57,75,54,86,D+
吴桂花,360732XXXXXXXX0720,2024216485,机械工程23-2班,51,64,56,35,A+
赵婷婷,330283XXXXXXXX3461,2024216486,英语23-3班,48,82,73,89,C+
陈文,341525XXXXXXXX807X,2024216487,法学23-3班,53,56,87,87,D
晏海燕,350922XXXXXXXX6730,2024216488,环境23-2班,76,73,17,92,D+
孙婷,620702XXXXXXXX241X,2024216489,化工23-3班,86,58,21,69,A-
殷霞,650202XXXXXXXX7189,2024216490,新能源23-1班,66,87,52,63,A-
李桂英,520628XXXXXXXX3821,2024216491,物流管理23-1班,74,91,62,50,A-
刘峰,654201XXXXXXXX8721,2024216492,城市地下空间23-3班,47,74,91,96,D+
叶雷,370634XXXXXXXX0457,2024216493,电信科23-3班,75,52,64,49,D+
马旭,652924XXXXXXXX2854,2024216494,计算机23-2班,67,76,94,35,B
段佳,141130XXXXXXXX5324,2024216495,食品23-3班,57,26,96,57,D
农玉,511602XXXXXXXX8885,2024216496,自动化23-2班,49,38,33,88,D+
高雪梅,220701XXXXXXXX4648,2024216497,英语23-1班,61,47,82,97,C
文斌,220621XXXXXXXX4039,2024216498,土木工程23-3班,71,34,63,61,C
栾瑞,110117XXXXXXXX0097,2024216499,电信科23-1班,73,90,99,53,C-
宋秀兰,230501XXXXXXXX9639,2024216500,广告23-2班,96,49,27,39,A+
郭凤兰,513428XXXXXXXX4736,2024216501,法学23-2班,78,31,63,65,E
高淑兰,330201XXXXXXXX7709,2024216502,化工23-1班,46,57,52,92,D
鲁楠,420582XXXXXXXX1965,2024216503,新能源23-1班,49,91,74,67,A
王利,510524XXXXXXXX805X,2024216504,土木工程23-1班,94,63,62,72,B
马东,210000XXXXXXXX3088,2024216505,经济23-1班,83,56,28,36,C+
葛玉兰,340404XXXXXXXX6052,2024216506,机械工程23-3班,74,28,25,72,B-
李萍,542121XXXXXXXX6904,2024216507,物流管理23-1班,90,92,70,46,E
张岩,542100XXXXXXXX2946,2024216508,食品23-3班,95,53,22,75,A-
沈旭,431229XXXXXXXX8384,2024216509,电信科23-1班,96,84,41,35,B-
王桂芳,330104XXXXXXXX384X,2024216510,化工23-3班,51,87,24,60,A+
易帆,430423XXXXXXXX6520,2024216511,化工23-3班,80,68,17,90,B-
梁柳,420902XXXXXXXX9688,2024216512,土木工程23-3班,83,97,72,48,C
姚超,130209XXXXXXXX5111,2024216513,食品23-3班,85,31,81,68,D-
杨雪梅,620502XXXXXXXX8726,2024216514,电信科23-3班,97,60,37,53,B-
王帅,520323XXXXXXXX7830,2024216515,计算机23-3班,69,26,49,77,E
丁玉英,140701XXXXXXXX9170,2024216516,环境23-2班,46,70,49,35,D
张建,540125XXXXXXXX042X,2024216517,经济23-2班,46,67,83,85,C+
张莹,220202XXXXXXXX036X,2024216518,英语23-2班,53,65,56,54,A-
陈建国,310109XXXXXXXX6187,2024216519,土木工程23-3班,88,26,41,88,A+
张桂英,211081XXXXXXXX9632,2024216520,化工23-3班,63,54,79,94,A+
黄冬梅,320829XXXXXXXX6354,2024216521,新媒体23-2班,73,93,27,38,A
王杨,330322XXXXXXXX1898,2024216522,电信科23-2班,54,62,70,62,D+
马琳,371502XXXXXXXX8162,2024216523,法学23-3班,89,27,57,37,D+
谭凤兰,140925XXXXXXXX1959,2024216524,自动化23-1班,86,46,69,54,A
郑桂芝,440811XXXXXXXX3106,2024216525,土木工程23-1班,75,78,88,46,E
谭娜,532328XXXXXXXX0831,2024216526,自动化23-2班,68,54,21,37,C+
秦海燕,542423XXXXXXXX4189,2024216527,英语23-2班,76,40,54,52,B+
张云,341124XXXXXXXX2749,2024216528,自动化23-1班,51,78,76,64,C+
谷志强,620922XXXXXXXX980X,2024216529,化工23-1班,66,61,69,65,A+
陈建,654024XXXXXXXX2138,2024216530,环境23-2班,77,56,20,43,D+
陈玉珍,220524XXXXXXXX2757,2024216531,广告23-3班,54,46,68,39,C+
赵慧,440400XXXXXXXX0033,2024216532,新媒体23-2班,75,67,41,64,C-
梁成,469030XXXXXXXX2981,2024216533,环境23-1班,58,93,77,38,B+
陆楠,230903XXXXXXXX3381,2024216534,经济23-1班,58,85,63,53,C-
黎琴,430424XXXXXXXX9461,2024216535,环境23-1班,55,51,34,77,E
王东,620825XXXXXXXX4963,2024216536,自动化23-3班,79,90,82,44,A-
程莹,440800XXXXXXXX8210,2024216537,新能源23-2班,64,67,26,76,A+
谢婷婷,320118XXXXXXXX4360,2024216538,新能源23-1班,54,70,62,93,D+
刘兰英,130630XXXXXXXX9542,2024216539,新媒体23-1班,92,83,85,67,C-
胡柳,430181XXXXXXXX9456,2024216540,土木工程23-2班,90,30,84,47,B
王凯,320501XXXXXXXX6607,2024216541,机械工程23-3班,55,64,71,98,A-
罗慧,410883XXXXXXXX9334,2024216542,法学23-2班,60,99,61,69,B-
马桂香,320506XXXXXXXX2106,2024216543,环境23-3班,66,40,71,82,B
胡鑫,621124XXXXXXXX496X,2024216544,化工23-3班,48,39,60,100,A
李秀兰,445122XXXXXXXX004X,2024216545,新能源23-3班,82,85,100,65,D+
包丽,320723XXXXXXXX5849,2024216546,法学23-3班,71,53,20,45,B-
庄旭,370125XXXXXXXX200X,2024216547,英语23-1班,61,52,17,40,C+
黄帆,532500XXXXXXXX5266,2024216548,环境23-1班,88,52,29,98,A
贾建平,371502XXXXXXXX0973,2024216549,机械工程23-1班,69,90,23,72,E
陈玉英,210304XXXXXXXX4057,2024216550,城市地下空间23-1班,94,49,80,42,A-
李梅,441300XXXXXXXX3005,2024216551,法学23-3班,67,35,63,43,A
赵利,610700XXXXXXXX0185,2024216552,计算机23-2班,87,99,74,63,D-
陈慧,370685XXXXXXXX2411,2024216553,广告23-1班,46,36,63,54,B-
陆桂英,532524XXXXXXXX4892,2024216554,经济23-1班,93,59,48,79,A+
李辉,360721XXXXXXXX7209,2024216555,计算机23-1班,65,89,49,87,B-
金桂珍,530127XXXXXXXX7615,2024216556,土木工程23-3班,71,31,45,80,E
周宇,350702XXXXXXXX9156,2024216557,环境23-2班,81,40,95,90,C
丰红霞,430581XXXXXXXX0380,2024216558,计算机23-3班,64,92,58,49,D+
关凯,230600XXXXXXXX9545,2024216559,土木工程23-2班,88,83,67,85,D+
林帅,230231XXXXXXXX4179,2024216560,经济23-1班,76,29,61,77,D+
宋娜,320402XXXXXXXX2151,2024216561,广告23-1班,91,29,44,64,A+
周凤兰,652100XXXXXXXX5522,2024216562,自动化23-2班,45,90,53,66,B-
邵桂兰,513330XXXXXXXX6643,2024216563,计算机23-3班,45,72,56,73,D+
乔平,210202XXXXXXXX4591,2024216564,自动化23-3班,59,28,29,76,D-
李帅,350503XXXXXXXX4603,2024216565,自动化23-1班,67,33,87,35,A
陈红霞,522702XXXXXXXX0476,2024216566,环境23-2班,48,45,78,77,C
赵辉,652323XXXXXXXX8333,2024216567,新能源23-3班,99,46,35,36,C
刘成,360803XXXXXXXX4568,2024216568,电信科23-1班,96,61,30,59,A
张文,130428XXXXXXXX2788,2024216569,经济23-3班,81,29,58,59,B-
张春梅,410501XXXXXXXX4978,2024216570,机械工程23-1班,66,87,18,52,C+
徐丽华,131026XXXXXXXX5119,2024216571,新能源23-3班,63,49,30,90,B+
蒋娟,513332XXXXXXXX9877,2024216572,化工23-3班,54,41,43,88,C
赵芳,654025XXXXXXXX4937,2024216573,计算机23-1班,70,44,88,39,B+
王丽丽,610621XXXXXXXX990X,2024216574,计算机23-3班,74,29,85,60,A-
赵婷婷,222401XXXXXXXX4560,2024216575,化工23-3班,91,37,41,85,C+
刘洋,210782XXXXXXXX1495,2024216576,化工23-3班,82,39,59,68,A+
尹雪,450421XXXXXXXX9170,2024216577,土木工程23-3班,49,56,41,80,D
赵丹,150626XXXXXXXX6862,2024216578,计算机23-1班,57,93,42,54,A-
冯海燕,150784XXXXXXXX6192,2024216579,化工23-3班,46,26,56,96,D+
李杨,210905XXXXXXXX9094,2024216580,电信科23-2班,57,43,99,51,C+
危帆,350821XXXXXXXX3333,2024216581,自动化23-3班,49,58,73,70,E
徐秀芳,410105XXXXXXXX4109,2024216582,新能源23-2班,97,97,48,67,B
陈莉,530328XXXXXXXX9900,2024216583,城市地下空间23-3班,80,67,18,55,A+
石成,320402XXXXXXXX3293,2024216584,电信科23-3班,72,93,94,85,C+
黄慧,513431XXXXXXXX7909,2024216585,环境23-1班,63,86,58,62,A+
吴霞,420105XXXXXXXX9208,2024216586,新能源23-3班,52,77,74,98,C
王林,650102XXXXXXXX8918,2024216587,新能源23-1班,83,46,27,99,B
姚桂荣,630121XXXXXXXX0408,2024216588,食品23-1班,100,68,83,58,D-
秦秀珍,230128XXXXXXXX8102,2024216589,机械工程23-3班,92,43,60,56,C
潘帆,130631XXXXXXXX0839,2024216590,广告23-2班,81,79,71,80,A-
刘博,621201XXXXXXXX0209,2024216591,英语23-3班,98,46,57,84,E
卢阳,420922XXXXXXXX3175,2024216592,机械工程23-1班,81,78,49,94,B-
刘淑英,510500XXXXXXXX9387,2024216593,机械工程23-2班,55,38,87,100,C
吴秀云,220100XXXXXXXX0223,2024216594,计算机23-3班,67,55,53,66,C
许瑞,420102XXXXXXXX5457,2024216595,法学23-2班,98,92,70,81,E
熊玉,441826XXXXXXXX4936,2024216596,经济23-2班,49,69,94,41,C-
王宁,131128XXXXXXXX2281,2024216597,电信科23-1班,85,50,58,57,A+
梁阳,640324XXXXXXXX6013,2024216598,法学23-1班,90,32,66,81,A+
李秀珍,610200XXXXXXXX7104,2024216599,计算机23-2班,63,28,64,89,C+
刘桂荣,620403XXXXXXXX2659,2024216600,机械工程23-3班,89,85,20,57,B+
赵文,411329XXXXXXXX7712,2024216601,经济23-2班,96,76,87,56,A+
崔阳,420528XXXXXXXX2672,2024216602,英语23-1班,88,62,63,51,B-
邓秀芳,410204XXXXXXXX4013,2024216603,自动化23-1班,79,69,55,70,D-
浦欣,511322XXXXXXXX9867,2024216604,土木工程23-2班,54,71,49,36,A-
廖荣,522732XXXXXXXX6325,2024216605,电信科23-3班,66,69,39,43,D-
丁秀珍,220521XXXXXXXX0652,2024216606,法学23-1班,73,40,26,60,B+
江秀华,371003XXXXXXXX7126,2024216607,计算机23-3班,65,47,83,66,D-
彭欣,320321XXXXXXXX4154,2024216608,环境23-2班,85,38,49,85,D
赵伟,210282XXXXXXXX2457,2024216609,计算机23-1班,97,90,93,86,B+
赵阳,450303XXXXXXXX5367,2024216610,法学23-3班,95,27,18,97,D-
郭建国,421201XXXXXXXX2702,2024216611,英语23-1班,48,83,80,70,B
倪桂香,621202XXXXXXXX1650,2024216612,英语23-2班,65,39,92,93,D-
王建军,430511XXXXXXXX7036,2024216613,化工23-2班,70,78,44,38,A-
温玲,341802XXXXXXXX7975,2024216614,新能源23-1班,76,55,96,100,A
林桂荣,653222XXXXXXXX8924,2024216615,新能源23-1班,61,44,48,93,D
王燕,441723XXXXXXXX2277,2024216616,广告23-2班,87,62,15,62,C+
许倩,152530XXXXXXXX4770,2024216617,新媒体23-1班,68,89,98,59,A+
孟婷婷,430781XXXXXXXX568X,2024216618,经济23-2班,85,91,97,61,B-
崔伟,130721XXXXXXXX6916,2024216619,广告23-1班,61,95,76,36,D+
陆浩,230604XXXXXXXX6094,2024216620,广告23-1班,90,97,22,58,B-
杨凤英,620104XXXXXXXX5498,2024216621,环境23-3班,86,42,61,84,D+
徐红梅,451122XXXXXXXX0808,2024216622,计算机23-3班,82,83,32,100,B
郭杨,430703XXXXXXXX5785,2024216623,计算机23-2班,70,95,66,83,B
武洋,450204XXXXXXXX4195,2024216624,电信科23-3班,50,94,94,70,C+
邹丽,210211XXXXXXXX1960,2024216625,经济23-2班,63,32,23,47,D-
安健,210112XXXXXXXX0661,2024216626,新媒体23-3班,57,51,87,62,D+
张秀芳,320581XXXXXXXX7735,2024216627,物流管理23-1班,75,38,19,92,B+
王娟,530627XXXXXXXX1689,2024216628,自动化23-1班,62,25,37,86,E
缪雪梅,440514XXXXXXXX2515,2024216629,机械工程23-1班,87,48,52,67,D+
杜雪,220822XXXXXXXX7731,2024216630,计算机23-2班,96,71,56,37,C-
位瑞,469007XXXXXXXX2681,2024216631,食品23-3班,56,66,62,38,B+
毛兵,130928XXXXXXXX8795,2024216632,环境23-3班,69,81,18,73,C
蒋玉梅,450323XXXXXXXX7257,2024216633,机械工程23-2班,75,73,34,81,C-
鲁勇,420625XXXXXXXX4945,2024216634,英语23-1班,69,29,82,68,B+
罗桂香,371427XXXXXXXX1679,2024216635,物流管理23-2班,100,86,30,96,A
张波,150623XXXXXXXX8168,2024216636,经济23-3班,48,26,68,76,D+
陈倩,430421XXXXXXXX4745,2024216637,经济23-1班,98,74,43,94,B-
杨桂珍,360829XXXXXXXX9324,2024216638,化工23-3班,52,75,74,68,B-
傅莹,340801XXXXXXXX3787,2024216639,城市地下空间23-2班,65,57,20,79,A-
梁红梅,522323XXXXXXXX1767,2024216640,电信科23-3班,54,26,100,35,C
杜红,511900XXXXXXXX1458,2024216641,环境23-1班,69,97,38,97,B-
陈建,230200XXXXXXXX4245,2024216642,广告23-1班,63,65,88,95,C+
张婷婷,371701XXXXXXXX0690,2024216643,广告23-2班,97,26,60,59,B-
周洁,420801XXXXXXXX4717,2024216644,电信科23-1班,54,53,99,91,A
黄军,211321XXXXXXXX0535,2024216645,英语23-2班,87,67,22,57,A-
王娜,430104XXXXXXXX1540,2024216646,新能源23-1班,79,58,39,37,D-
郭艳,410201XXXXXXXX4440,2024216647,新能源23-2班,54,73,66,57,B
张畅,330825XXXXXXXX660X,2024216648,电信科23-3班,94,81,25,48,D
董雪,360822XXXXXXXX8885,2024216649,电信科23-3班,75,66,69,66,B
萧楠,330110XXXXXXXX3380,2024216650,英语23-1班,94,68,32,90,E
张帆,632726XXXXXXXX4860,2024216651,食品23-3班,88,96,78,83,B
任刚,152528XXXXXXXX9571,2024216652,环境23-2班,86,99,28,75,D-
王健,440811XXXXXXXX8002,2024216653,计算机23-1班,81,98,90,53,B-
张瑜,370983XXXXXXXX189X,2024216654,食品23-3班,77,45,79,99,A+
傅鹏,421022XXXXXXXX1499,2024216655,物流管理23-3班,100,88,41,37,D+
刘佳,522700XXXXXXXX8226,2024216656,食品23-2班,50,61,80,40,D+
丁俊,450703XXXXXXXX040X,2024216657,电信科23-1班,98,31,94,36,D-
吴东,210105XXXXXXXX9572,2024216658,经济23-1班,88,38,41,50,A+
谢雪梅,130281XXXXXXXX5868,2024216659,化工23-3班,99,96,47,55,C-
刘丽丽,320801XXXXXXXX2836,2024216660,化工23-1班,67,67,46,48,B
尹淑兰,230707XXXXXXXX3481,2024216661,英语23-2班,46,58,90,68,B
赵峰,230281XXXXXXXX3182,2024216662,法学23-2班,61,78,27,62,A+
关龙,522322XXXXXXXX7313,2024216663,食品23-2班,74,67,38,73,C
杨志强,411104XXXXXXXX4620,2024216664,食品23-1班,100,75,25,46,A
李秀兰,532500XXXXXXXX5989,2024216665,法学23-3班,88,95,49,48,B-
奚建华,370681XXXXXXXX3212,2024216666,法学23-2班,53,79,25,90,C
李艳,445102XXXXXXXX5903,2024216667,环境23-3班,69,33,78,100,A-
谭燕,542225XXXXXXXX2759,2024216668,法学23-2班,83,26,100,80,C+
